번호,호텔명,소재지전화,도로명우편번호,도로명전체주소,객실수,Lat,Lng
239,호텔 알렌(HOTEL Allen),031-904-6222,10447,경기도 고양시 일산동구 장백로 68 (백석동),41,37.6435782,126.7858073
240,퀸타운호텔,031-905-8880,10402,경기도 고양시 일산동구 정발산로 39 (장항동대양빌딩 8910층),58,37.6573811,126.7733481
241,캘리포니아호텔,031-907-5060,10449,경기도 고양시 일산동구 중앙로 1029 (백석동),54,37.642018,126.7886439
242,로마호텔,031-908-5454,10414,경기도 고양시 일산동구 중앙로 1160 7층 (마두동),42,37.6510674,126.778741
243,STAY25(스테이25),031-907-6065,10402,경기도 고양시 일산동구 중앙로1261번길 19 601 701호 (장항동 호수광장빌딩),34,37.6581057,126.7727098
244,소노캄 고양,031-927-7700,10394,경기도 고양시 일산동구 태극로 20 지하4~지상20층 (장항동),826,37.6569117,126.7699302
245,리치호텔,031-917-0803,10381,경기도 고양시 일산서구 강성로 249 (대화동),63,37.6761669,126.7491873
246,룩소르호텔(LUXOR HOTEL),031-917-0294,10381,경기도 고양시 일산서구 강성로 253 (대화동),42,37.6763396,126.7489044
247,프라임호텔,02-897-6781,14303,경기도 광명시 범안로 1000 (하안동 3층-10층),56,37.4604298,126.8776545
248,호텔노블레스,02-898-3236,14303,경기도 광명시 범안로 1006 (하안동),72,37.4587087,126.8694939
249,램파트,02-897-8510,14303,경기도 광명시 범안로 986 (하안동),45,37.4587087,126.8694939
250,더블유호텔,02-898-4567,14303,경기도 광명시 범안로 988 (하안동),48,37.4587087,126.8694939
251,쉘부르호텔,02-898-6510,14303,경기도 광명시 범안로 990 (하안동),55,37.4587087,126.8694939
252,골든리버호텔,02-898-1277,14316,경기도 광명시 소하로92번길 6-9 (소하동 뉴골드프라자 4567층),56,37.4477356,126.8826935
253,스카이파크,02-897-4673,14327,경기도 광명시 오리로 374 (소하동),33,37.4381483,126.8773184
254,세인트모텔,02-066-5300,14240,경기도 광명시 오리로854번길 12 (철산동),46,37.474656,126.8683589
255,뷰,02-617-7002,14240,경기도 광명시 오리로854번길 16 (철산동 6층~8층),45,37.4747071,126.8686126
256,루체,02-060-7837,14240,경기도 광명시 오리로854번길 16-15 (철산동),59,37.4743485,126.8692737
257,광명제이에스부티크호텔,02-619-3001,14240,경기도 광명시 오리로854번길 16-18 (철산동),88,37.4742264,126.8688516
258,라까사호텔광명,02-711-9310,14344,경기도 광명시 일직로12번길 22 라까사타워 (일직동),193,37.4215757,126.8830616
259,제이파크호텔,031-767-4472,12711,경기도 광주시 퇴촌면 산수로 1258,36,37.4666428,127.3064203
260,갈매퍼스트호텔,031-553-9600,11901,경기도 구리시 갈매중앙로 89-7 3-7층 (갈매동 퍼스트호텔),62,37.4078641,127.2589394
261,더휴식 아늑 구리점,031-556-1254,11928,경기도 구리시 안골로 81-7 (수택동4),25,37.5977723,127.140175
262,더휴식 크로와상 구리지점,031-566-1373,11927,경기도 구리시 체육관로 148 (교문동),48,37.5977703,127.1368139
263,호텔리얼,031-391-3886,15801,경기도 군포시 고산로 729-1 (산본동),24,37.3743086,126.9379826
264,라마다앙코르김포한리버,02-582-0700,10135,경기도 김포시 고촌읍 아라육로152번길 169,605,37.6033543,126.7709573
265,럭스호텔,031-986-6430,10129,경기도 김포시 고촌읍 인향로 2,43,37.5995877,126.7713231
266,제이제이호텔,031-981-6655,10071,경기도 김포시 김포한강9로 79 연세프라자 5차 9-10층 (구래동),36,37.6380413,126.6239464
267,호텔 캘리포니아,031-983-6699,10071,경기도 김포시 김포한강9로 80 다온프라자 7층 (구래동),43,37.6443953,126.6261431
268,김포JK호텔,031-982-6622,10071,경기도 김포시 김포한강9로75번길 100 태경프라자 7~9층 (구래동),48,37.4108043,127.1268058
269,마리호텔,031-986-5122,10071,경기도 김포시 김포한강9로75번길 190 이너매스한강 8층 (구래동),48,37.4108043,127.1268058
270,그레이호텔,031-997-9014,10071,경기도 김포시 김포한강9로75번길 24 6-7층 (구래동),42,37.4108043,127.1268058
271,맥스호텔,031-983-0073,10071,경기도 김포시 김포한강9로75번길 38 8층 11층 일부호 (구래동),30,37.4108043,127.1268058
272,호텔M-Tower,031-984-1723,10071,경기도 김포시 김포한강9로75번길 38 9층~12층 (구래동),63,37.4108043,127.1268058
273,오로라호텔,031-998-6714,10071,경기도 김포시 김포한강9로75번길 56 디에스프라자 7~9층 (구래동),49,37.4108043,127.1268058
274,웨스트9 호텔,031-982-5820,10071,경기도 김포시 김포한강9로75번길 64 (구래동),65,37.4108043,127.1268058
275,저스트슬립호텔 김포구래1호점,031-8049-6020,10071,경기도 김포시 김포한강9로75번길 72 401 501호 (구래동),33,37.4108043,127.1268058
276,저스트슬립호텔 김포구래2호점,031-8049-3550,10071,경기도 김포시 김포한강9로75번길 96 동우프라자 7층 (구래동),29,37.4108043,127.1268058
277,호텔루이,031-986-0474,10041,경기도 김포시 대곶면 대명항1로 40-11,28,37.6403488,126.5437401
278,드라이브인하비비 가동,031-985-8286,10041,경기도 김포시 대곶면 대명항1로 40-7 가동,15,37.6403488,126.5437401
279,드라이브인하비비 나동,031-985-5467,10041,경기도 김포시 대곶면 대명항1로 40-7 나동,17,37.6403488,126.5437401
280,도킹호텔,031-985-8991,10041,경기도 김포시 대곶면 대명항1로 50,40,37.6403488,126.5437401
281,루브호텔,031-996-7755,10042,경기도 김포시 대곶면 약암로 879,41,37.6231319,126.5567763
282,약암홍염천관광호텔,031-989-7000,10042,경기도 김포시 대곶면 약암로 965-7,71,37.6378896,126.551516
283,체리호텔,031-986-4818,10098,경기도 김포시 중구로 55 (북변동),33,37.6254753,126.7122351
284,펜타스타호텔,031-982-5555,10090,경기도 김포시 태장로795번길 111 펜타스타관광호텔 (장기동),69,37.6379309,126.6825156
285,펜타스타호텔,031-982-5555,10090,경기도 김포시 태장로795번길 111 펜타스타관광호텔 (장기동),69,37.6379309,126.6825156
286,아리수 호텔,031-996-8800,10090,경기도 김포시 태장로795번길 123 (장기동),66,37.6379309,126.6825156
287,스타비아호텔,031-981-1189,10090,경기도 김포시 태장로795번길 147 (장기동),69,37.6379309,126.6825156
288,레스트호텔(Rest Hotel),031-988-3534,10090,경기도 김포시 태장로795번길 151 (장기동),70,37.6379309,126.6825156
289,라인호텔,031-988-2234,10029,경기도 김포시 통진읍 김포대로 2337,40,37.6946086,126.5882305
290,라인플러스호텔,031-996-8056,10029,경기도 김포시 통진읍 김포대로 2337-1,36,37.6946086,126.5882305
291,벨루치,031-989-8181,10013,경기도 김포시 하성면 금포로1915번길 27 가나다동,18,37.699816,126.6609909
292,호텔더메이(관광호텔),031-551-8700,12113,경기도 남양주시 별내2로 70 1~15층 (별내동),124,37.6616184,127.1311346
293,루비노,031-841-0505,12077,경기도 남양주시 별내면 청학로54번길 47,42,37.7095809,127.1240514
294,골드관광호텔,031-841-2121,12088,경기도 남양주시 별내면 청학로92번길 133 (외1필지),33,37.7093487,127.1108472
295,넘버25 호텔 남양주 별내점,031-841-5947,12088,경기도 남양주시 별내면 청학로92번길 137,30,37.7088722,127.1105126
296,세피아호텔,031-841-8983,12084,경기도 남양주시 별내면 청학로92번길 8,44,37.7084303,127.117402
297,호텔 윈스테이(HOTEL WINSTAY),031-593-8998,12034,경기도 남양주시 수동면 비룡로 606,24,37.6933153,127.3251737
298,리버모텔,031-521-8020,12276,경기도 남양주시 와부읍 경강로 648 (외1필지),40,37.5754881,127.2200284
299,강변비치파크,031-576-8554,12276,경기도 남양주시 와부읍 경강로 650,32,37.5752252,127.22033
300,마리호텔,031-576-6200,12202,경기도 남양주시 와부읍 수레로 684,33,37.6177774,127.2750689
301,돌체카사호텔,031-576-4623,12278,경기도 남양주시 조안면 북한강로989번길 4,36,37.6042431,127.3405653
302,아테네호텔,031-573-3377,12002,경기도 남양주시 진접읍 금강로 1669,40,37.7394326,127.1945314
303,크라운호텔,031-593-2104,12181,경기도 남양주시 화도읍 경춘로 2006,46,37.650884,127.3110794
304,호텔나인스톤,031-591-4020,12192,경기도 남양주시 화도읍 경춘로 2483-1,30,37.6639574,127.3620616
305,천마산장호텔,031-593-9456,12157,경기도 남양주시 화도읍 먹갓로 78,40,37.6605152,127.2727902
306,제니스,031-592-4701,12193,경기도 남양주시 화도읍 북한강로 1417-13 주1동 주2동 2~3층,32,37.6388993,127.3547523
307,디어게인호텔,031-591-0002,12193,경기도 남양주시 화도읍 북한강로 1436,39,37.6414184,127.3592358
308,하이브(HIVE) 호텔,031-859-8302,11302,경기도 동두천시 강변로 862-1 (동두천동),29,37.9377775,127.0689394
309,꿈에 그린,031-864-0666,11340,경기도 동두천시 삼육사로 788 (상패동),41,37.9027193,127.0198064
310,수수파크,031-864-0177,11304,경기도 동두천시 신천로 131 (안흥동),28,37.9271484,127.0486502
311,캄모텔,031-861-2688,11366,경기도 동두천시 아차노리로 16-7 (송내동),28,37.8766009,127.0817679
312,캐슬모텔,031-866-2080,11333,경기도 동두천시 어수로106번길 26 (생연동),35,37.9009733,127.0539517
313,저스트슬립호텔 지행역점,031-859-8806,11350,경기도 동두천시 중앙로 110-9 (지행동(6층7층)),31,37.8915946,127.0530212
314,호텔영웅,031-858-5530,11333,경기도 동두천시 중앙로 220 (생연동외1필지 쎈츄럴시티 601호),34,37.908917,127.0650774
315,호텔 더 그레이,031-863-8087,11330,경기도 동두천시 중앙로246번길 13 (생연동),49,37.9031377,127.0546557
316,지세븐(G-7),031-864-7088,11330,경기도 동두천시 중앙로246번길 17 (생연동),46,37.9033159,127.0545243
317,모텔카라,031-864-4915,11328,경기도 동두천시 중앙로273번길 21 (생연동),28,37.9059064,127.0527468
318,시마,031-865-3200,11329,경기도 동두천시 중앙로274번길 9 (생연동),43,37.9059737,127.0546222
319,동두천호텔이쁘다,031-859-5300,11350,경기도 동두천시 지행로 60 (지행동효원월드타워 9층10층),46,37.8920288,127.0538012
320,테마모텔,031-864-5541,11350,경기도 동두천시 지행로 64 (지행동시티타워 89층),42,37.8920173,127.0541572
321,골든파크,031-868-7557,11360,경기도 동두천시 천보산로 664-17 (탑동동),23,37.8892031,127.0912829
322,아쯔아쯔료칸,031-868-5768,11322,경기도 동두천시 탑신로 239 (탑동동),12,37.8968664,127.1172602
323,K2모텔,031-876-0776,11307,경기도 동두천시 평화로 2914-16 (상봉암동),24,37.9495464,127.0638607
324,고려관광호텔,032-329-0001,14544,경기도 부천시 길주로 66 (상동),103,37.5053563,126.7495276
325,마이호텔,032-322-3593,14542,경기도 부천시 길주로121번길 18-11 1-8층 (상동),56,37.5065625,126.7570955
326,에버호텔,032-326-2002,14542,경기도 부천시 길주로121번길 18-21 (상동),55,37.5065359,126.7573052
327,시크릿호텔,032-325-9090,14543,경기도 부천시 길주로77번길 19-8 1-8층 (상동),44,37.5068654,126.7506176
328,팔레스호텔,032-329-6612,14543,경기도 부천시 길주로77번길 21 (상동),47,37.5068093,126.7513661
329,케이(K)호텔,032-329-3388,14543,경기도 부천시 길주로77번길 27 1 3-8층 (상동),40,37.5067944,126.7515756
330,모텔알(R),032-321-6401,14543,경기도 부천시 길주로77번길 55-15 1-8층 (상동),37,37.5070414,126.7521823
331,필름37.2모텔,032-663-5515,14644,경기도 부천시 부천로2번길 21 (심곡동),45,37.4843015,126.7840084
332,호텔코보스,032-326-4471,14547,경기도 부천시 석천로170번길 11 (중동코보스건물),63,37.502678,126.763326
333,호텔에스알,032-322-6363,14547,경기도 부천시 석천로178번길 22 (중동),71,37.5028839,126.7639943
334,포스타호텔,032-684-6006,14400,경기도 부천시 석천로531번길 43 포스타호텔 (삼정동),63,37.5268047,126.7658255
335,(주)폴라리스관광호텔,032-323-1500,14544,경기도 부천시 소향로13번길 27 (상동),96,37.5050744,126.7490244
336,에스,032-657-8777,14643,경기도 부천시 원미로17번길 28 (심곡동),47,37.4846734,126.7874035
337,킹 호텔,031-711-6900,13618,경기도 성남시 분당구 돌마로 67 (금곡동),43,37.363386,127.0986712
338,호텔루비,031-711-5211,13637,경기도 성남시 분당구 성남대로 30 동아그린프라자 401호 (구미동),24,37.33835,127.1094342
339,브리즈호텔,031-703-8822,13506,경기도 성남시 분당구 성남대로916번길 13 (야탑동),42,37.4105374,127.1297233
340,글로리아호텔,031-718-0791,13558,경기도 성남시 분당구 정자일로198번길 10-4 (정자동),32,37.3675038,127.1067347
341,코트야드바이매리엇서울판교,031-8060-2000,13524,경기도 성남시 분당구 판교역로192번길 12 (삼평동 판교미래에셋타워 7층~16층),282,37.3897865,127.1098561
342,호텔갤러리 인유로,031-609-8800,13590,경기도 성남시 분당구 황새울로 321 (서현동),111,37.3852812,127.1210627
343,리젠시,031-706-7400,13591,경기도 성남시 분당구 황새울로 352 (서현동),49,37.3867163,127.124174
344,Hotel JJ,031-714-2800,13595,경기도 성남시 분당구 황새울로258번길 10-15 (수내동),48,37.3796039,127.1155442
345,서머셋센트럴분당(Somerset Central Bundang),031-620-0038,13590,경기도 성남시 분당구 황새울로311번길 36 서머셋센트럴분당 (서현동),206,37.3865082,127.1210174
346,호텔에스알스위츠,031-702-6565,13590,경기도 성남시 분당구 황새울로319번길 9 (서현동),66,37.385526,127.1201802
347,(주)카인드관광,031-781-0006,13590,경기도 성남시 분당구 황새울로329번길 10 (서현동),92,37.3857802,127.1212726
348,노블레스호텔,031-702-4592,13590,경기도 성남시 분당구 황새울로335번길 6 (서현동),52,37.3864246,127.1222622
349,메이트호텔,031-705-5111,13590,경기도 성남시 분당구 황새울로335번길 7 (서현동),62,37.3865352,127.1218984
350,밀리토피아 호텔,031-727-9340,13646,경기도 성남시 수정구 위례대로 83 (창곡동),176,37.4692727,127.1383671
351,나인트리프리미어호텔 서울판교,02-559-7044,13449,경기도 성남시 수정구 창업로 18 (시흥동),315,37.4234902,127.1099893
352,호텔 루이스,031-752-3117,13364,경기도 성남시 중원구 광명로 22-1 (성남동),105,37.4359703,127.1448183
353,호텔컴,031-758-1311,13356,경기도 성남시 중원구 산성대로 144 (성남동),24,37.4344068,127.1351375
354,바인호텔,031-721-3350,13357,경기도 성남시 중원구 산성대로 184 1~9층 (성남동),66,37.4238798,127.1257241
355,알지(RG)호텔,031-757-5343,13363,경기도 성남시 중원구 제일로74번길 11 (성남동),27,37.433836,127.1364334
356,오라고호텔,031-221-5625,16658,경기도 수원시 권선구 경수대로199번길 24-5 (세류동),31,37.2454874,127.0157223
357,호텔가덴비즈,031-512-3056,16565,경기도 수원시 권선구 경수대로335번길 10 (권선동),29,37.2572996,127.0214749
358,호텔가덴,031-239-5572,16565,경기도 수원시 권선구 경수대로335번길 12 (권선동),29,37.2572996,127.0214749
359,소설스미스,031-237-0090,16571,경기도 수원시 권선구 경수대로384번길 27 (권선동),35,37.2602744,127.0258734
360,호텔프라하,031-224-2863,16571,경기도 수원시 권선구 경수대로384번길 42-1 (권선동),32,37.2597364,127.0266379
361,호텔 라메르,031-224-3560,16571,경기도 수원시 권선구 경수대로384번길 59 (권선동),40,37.2597652,127.0275134
362,호텔 세인트,031-278-9796,16405,경기도 수원시 권선구 구운로85번길 28 (구운동외1필지),57,37.2813063,126.9716198
363,브라운도트호텔 수원시청점,031-233-1123,16571,경기도 수원시 권선구 권광로123번길 12 (권선동),40,37.2592356,127.0300635
364,호텔델라고,031-237-3400,16571,경기도 수원시 권선구 권선로669번길 26 (권선동),41,37.2609343,127.0252617
365,아리테호텔 주식회사,031-291-0088,16391,경기도 수원시 권선구 금곡로 193 아리테호텔타워 6~8층 (금곡동),41,37.2710419,126.9408213
